tweet_id;airline_sentiment;airline_sentiment_confidence;negativereason;negativereason_confidence;airline;name;negativereason_gold;text;tweet_created;tweet_location;user_timezone
570285904809598977;positive;1.0;;;Virgin America;sjespers;;@VirginAmerica Thanks!;2015-02-24 10:15:29 -0800;San Francisco, CA;Pacific Time (US & Canada)
570282469121007616;negative;0.6842;Late Flight;0.3684;Virgin America;smartwatermelon;;@VirginAmerica SFO-PDX schedule is still MIA.;2015-02-24 10:01:50 -0800;palo alto, ca;Pacific Time (US & Canada)
570277724385734656;positive;1.0;;;Virgin America;ItzBrianHunty;;@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo;2015-02-24 09:42:59 -0800;west covina;Pacific Time (US & Canada)
570276917301137409;negative;1.0;Bad Flight;1.0;Virgin America;heatherovieda;;@VirginAmerica  I flew from NYC to SFO last week and couldn't fully sit in my seat due to two large gentleman on either side of me. HELP!;2015-02-24 09:39:46 -0800;this place called NYC;Eastern Time (US & Canada)
570270684619923457;positive;1.0;;;Virgin America;thebrandiray;;I ?? flying @VirginAmerica. ????;2015-02-24 09:15:00 -0800;Somewhere celebrating life.;Atlantic Time (Canada)
570267956648792064;positive;1.0;;;Virgin America;JNLpierce;;@VirginAmerica you know what would be amazingly awesome? BOS-FLL PLEASE!!!!!!! I want to fly with only you.;2015-02-24 09:04:10 -0800;Boston | Waltham;Quito
570259420287868928;positive;1.0;;;Virgin America;ElvinaBeck;;@VirginAmerica I love the hipster innovation. You are a feel good brand.;2015-02-24 08:30:15 -0800;Los Angeles;Pacific Time (US & Canada)
570258822297579520;neutral;1.0;;;Virgin America;rjlynch21086;;"@VirginAmerica will you be making BOS&gt;LAS non stop permanently anytime soon?";2015-02-24 08:27:52 -0800;Boston, MA;Eastern Time (US & Canada)
570256553502068736;negative;1.0;Customer Service Issue;0.3557;Virgin America;ayeevickiee;;@VirginAmerica you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... ?? I want free internet;2015-02-24 08:18:51 -0800;714;Mountain Time (US & Canada)
570217831557677057;neutral;0.6854;;;Virgin America;AdamSinger;;@VirginAmerica do you miss me? Don't worry we'll be together very soon.;2015-02-24 05:44:59 -0800;San Francisco, CA;Central Time (US & Canada)
570124596180955136;neutral;0.615;;0.0;Virgin America;TenantsUpstairs;;@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix;2015-02-23 23:34:30 -0800;Brooklyn;Atlantic Time (Canada)
570114021854212096;negative;1.0;Flight Booking Problems;1.0;Virgin America;jordanpichler;;@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems ??;2015-02-23 22:52:29 -0800;;Vienna
570094701371469825;neutral;1.0;;;Virgin America;JCervantezzz;;@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?;2015-02-23 21:35:43 -0800;California, San Francisco;Pacific Time (US & Canada)
570088404156698625;negative;1.0;Customer Service Issue;1.0;Virgin America;Cuschoolie1;;"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!";2015-02-23 21:10:41 -0800;Washington DC;Quito
570084582780899328;negative;1.0;Customer Service Issue;1.0;Virgin America;amanduhmccarty;;@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(;2015-02-23 20:55:30 -0800;;Pacific Time (US & Canada)
570076792993611776;positive;1.0;;;Virgin America;NorthTxHomeTeam;;@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews;2015-02-23 20:24:33 -0800;Texas;Central Time (US & Canada)
570051991277342720;neutral;0.6207;;;Virgin America;miaerolinea;;Nice RT @VirginAmerica: Vibe with the moodlight from takeoff to touchdown. #MoodlitMonday #ScienceBehindTheExperience http://t.co/Y7O0uNxTQP;2015-02-23 18:46:00 -0800;Worldwide;Caracas
570038941497192448;neutral;0.6791;;0.0;Virgin America;elisha_malulani;;@VirginAmerica when can I book my flight to Hawaii??;2015-02-23 17:54:09 -0800;i'm creating a monster;Pacific Time (US & Canada)
570035876845084672;negative;1.0;Customer Service Issue;1.0;Virgin America;DannyDouglass;;@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk;2015-02-23 17:41:58 -0800;San Francisco, CA;Pacific Time (US & Canada)
570025482344898560;negative;0.6688;Flight Booking Problems;0.6688;Virgin America;will_lenzenjr;;@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?;2015-02-23 17:00:40 -0800;Iowa City;Central Time (US & Canada)
570015408788414464;neutral;0.6578;;0.0;Virgin America;KGervaise;;@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp;2015-02-23 16:20:38 -0800;Georgia;Pacific Time (US & Canada)
570010571707256832;positive;1.0;;;Virgin America;ChelseaPoe666;;@VirginAmerica wow this just blew my mind;2015-02-23 16:01:25 -0800;Oakland via Midwest;Atlantic Time (Canada)
570010539499393025;neutral;1.0;;;Virgin America;BobGlavinVO;;@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree;2015-02-23 16:01:17 -0800;New York, NY;Eastern Time (US & Canada)
570009035455344640;neutral;0.6764;;0.0;Virgin America;grantbrowne;;"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.";2015-02-23 15:55:18 -0800;Worldwide;Central Time (US & Canada)
570006886012973056;positive;0.657;;;Virgin America;joyabsalon;;@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood;2015-02-23 15:46:46 -0800;Northern Virginia;Eastern Time (US & Canada)
570004391731847169;neutral;1.0;;;Virgin America;2v;;@VirginAmerica wish you flew out of Atlanta... Soon?;2015-02-23 15:36:51 -0800;Los Angeles / Atlanta;Eastern Time (US & Canada)
570001194900426752;neutral;0.7118;;0.0;Virgin America;KSmithFoundHere;;@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.;2015-02-23 15:24:09 -0800;;Atlantic Time (Canada)
569996412286582784;negative;0.6939;Flight Booking Problems;0.6939;Virgin America;murphicus;;"@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!";2015-02-23 15:05:09 -0800;new york, new york;Eastern Time (US & Canada)
569996245462159361;positive;1.0;;;Virgin America;VinnieFerra;;@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures;2015-02-23 15:04:29 -0800;brooklyn, Ny;Pacific Time (US & Canada)
569990222609412097;positive;0.635;;;Virgin America;KevinDemsi;;@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! ??;2015-02-23 14:40:33 -0800;Bali, Republic of Indonesia;Kuala Lumpur
569989504431316993;neutral;1.0;;;Virgin America;HanlonBrothers;;@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?;2015-02-23 14:37:42 -0800;Gold Coast, Australia;Brisbane
569989321698074624;neutral;1.0;;;Virgin America;emilybg78;;@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.;2015-02-23 14:36:58 -0800;Stockton, CA;Arizona
569989034501500928;negative;1.0;Customer Service Issue;1.0;Virgin America;rachie1126;;@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!;2015-02-23 14:35:50 -0800;New York, NY;Eastern Time (US & Canada)
569986782567071744;neutral;1.0;;;Virgin America;SocialPLC;;@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!;2015-02-23 14:26:53 -0800;Twin Cities, Minn.;Eastern Time (US & Canada)
569982307634794497;neutral;0.6814;;0.0;Virgin America;1stcrown;;@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.;2015-02-23 14:09:06 -0800;USA;Central Time (US & Canada)
569976620158578688;negative;1.0;Customer Service Issue;1.0;Virgin America;onerockgypsy;;@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/;2015-02-23 13:46:30 -0800;next city;Pacific Time (US & Canada)
569973821396152323;negative;1.0;Late Flight;0.6789;Virgin America;noelduan;;"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?";2015-02-23 13:35:23 -0800;SF ? NY;Eastern Time (US & Canada)
569972508499283968;positive;0.6922;;;Virgin America;Travelzoo;;@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV;2015-02-23 13:30:10 -0800;New York, NY;Pacific Time (US & Canada)
569967019958730753;negative;1.0;Lost Luggage;1.0;Virgin America;gianagon;;@VirginAmerica everything was fine until you lost my bag;2015-02-23 13:08:21 -0800;New York + Panama;Eastern Time (US & Canada)
569961866224652288;neutral;1.0;;;Virgin America;bxchen;;@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?;2015-02-23 12:47:52 -0800;San Francisco, CA;Eastern Time (US & Canada)
569948966873370625;neutral;1.0;;;Virgin America;jamied7;;@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?;2015-02-23 11:56:37 -0800;London, England;London
569942903683813376;positive;1.0;;;Virgin America;mrmichaellay;;@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.;2015-02-23 11:32:31 -0800;Floridian from Cincinnati;Eastern Time (US & Canada)
569941957490774016;positive;1.0;;;Virgin America;TaylorLumsden;;@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?;2015-02-23 11:28:46 -0800;Dallas, Texas;Mountain Time (US & Canada)
569940834994401280;neutral;1.0;;;Virgin America;campusmoviefest;;@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF;2015-02-23 11:24:18 -0800;USA;Eastern Time (US & Canada)
569940323746516993;neutral;1.0;;;Virgin America;TaylorLumsden;;@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks;2015-02-23 11:22:16 -0800;Dallas, Texas;Mountain Time (US & Canada)
569933816963342337;negative;1.0;Customer Service Issue;1.0;Virgin America;GunsNDip;;@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness;2015-02-23 10:56:25 -0800;;Pacific Time (US & Canada)
569933777931145216;positive;1.0;;;Virgin America;artisticwritr87;;@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G;2015-02-23 10:56:16 -0800;Seattle, WA;Pacific Time (US & Canada)
569933360564342784;negative;1.0;Can't Tell;1.0;Virgin America;GunsNDip;;@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness;2015-02-23 10:54:36 -0800;;Pacific Time (US & Canada)
569929243146088448;negative;1.0;Can't Tell;1.0;Virgin America;GunsNDip;;@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin;2015-02-23 10:38:14 -0800;;Pacific Time (US & Canada)
569926998824394752;negative;1.0;Flight Booking Problems;1.0;Virgin America;jsatk;;@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R;2015-02-23 10:29:19 -0800;Lower Pacific Heights, SF, CA;Pacific Time (US & Canada)
569923394990419968;neutral;0.6705;;0.0;Virgin America;serenaklal;;@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code;2015-02-23 10:15:00 -0800;Chicago;Eastern Time (US & Canada)
569920824905306113;neutral;0.6545;;0.0;Virgin America;cabowine;;"@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?";2015-02-23 10:04:47 -0800;Los Cabos,Mexico;Arizona
569919041244147712;negative;1.0;Can't Tell;0.6513;Virgin America;MaryAnnTaylorT;;@VirginAmerica Why is the site down?  When will it be back up?;2015-02-23 09:57:42 -0800;New York, NY;Arizona
569915941192015872;neutral;1.0;;;Virgin America;RamotControl;;"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""";2015-02-23 09:45:23 -0800;;Pacific Time (US & Canada)
569911674158731264;negative;1.0;Late Flight;1.0;Virgin America;GunsNDip;;@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin;2015-02-23 09:28:26 -0800;;Pacific Time (US & Canada)
569910981868060673;negative;1.0;Customer Service Issue;0.6863;Virgin America;MerchEngines;;@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.;2015-02-23 09:25:41 -0800;Los Angeles, CA;Arizona
569909224521641984;negative;1.0;Customer Service Issue;0.6771;Virgin America;ColorCartel;;@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y;2015-02-23 09:18:42 -0800;Austin, TX;Mountain Time (US & Canada)
569896805611089920;negative;1.0;Flight Booking Problems;0.6714;Virgin America;mattbunk;;@virginamerica What is your phone number. I can't find who to call about a flight reservation.;2015-02-23 08:29:21 -0800;Sterling Heights, MI;Eastern Time (US & Canada)
569894449620369408;negative;1.0;Customer Service Issue;1.0;Virgin America;louisjenny;;@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.;2015-02-23 08:19:59 -0800;Washington DC;Quito
569892199690678272;negative;1.0;Late Flight;0.6882;Virgin America;GunsNDip;;@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax;2015-02-23 08:11:03 -0800;;Pacific Time (US & Canada)
569891436100874241;negative;0.6925;Late Flight;0.3521;Virgin America;mrmichaellay;;"@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky";2015-02-23 08:08:01 -0800;Floridian from Cincinnati;Eastern Time (US & Canada)
569887310713479168;negative;1.0;Late Flight;0.3486;Virgin America;GunsNDip;;@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.;2015-02-23 07:51:37 -0800;;Pacific Time (US & Canada)
569887049446076416;positive;1.0;;;Virgin America;TheDuchessSF;;@VirginAmerica - amazing customer  service, again! ???? RaeAnn in SF - she's the best! #customerservice #virginamerica #flying;2015-02-23 07:50:35 -0800;Online;Pacific Time (US & Canada)
569884551712886785;negative;1.0;Customer Service Issue;1.0;Virgin America;BeLeather;;@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm;2015-02-23 07:40:39 -0800;;Pacific Time (US & Canada)
569884407852437504;negative;1.0;Flight Booking Problems;0.6366;Virgin America;BeLeather;;@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.;2015-02-23 07:40:05 -0800;;Pacific Time (US & Canada)
569873669700358144;positive;0.6823;;0.0;Virgin America;flyfromWAS;;@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare;2015-02-23 06:57:25 -0800;Washington, DC;Eastern Time (US & Canada)
569873668131717120;neutral;1.0;;;Virgin America;flyfromSEA;;@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare;2015-02-23 06:57:24 -0800;Seattle;Central Time (US & Canada)
569873665640292353;positive;0.6806;;;Virgin America;flyfromNYC;;@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare;2015-02-23 06:57:24 -0800;New York City, NY;Central Time (US & Canada)
569873664612704256;neutral;0.6529;;;Virgin America;flyfromLAX;;@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare;2015-02-23 06:57:24 -0800;Los Angeles, CA;Central Time (US & Canada)
569861209781989377;positive;0.3482;;0.0;Virgin America;AdamJdubs;;@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH;2015-02-23 06:07:54 -0800;Earth;Eastern Time (US & Canada)
569847920192655361;negative;1.0;Late Flight;1.0;Virgin America;nicholas_v;;"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?";2015-02-23 05:15:06 -0800;;Eastern Time (US & Canada)
569814339785338880;positive;1.0;;;Virgin America;tstashajones;;"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience";2015-02-23 03:01:39 -0800;Halifax, Nova Scotia, Canada;Eastern Time (US & Canada)
569774078233419776;positive;1.0;;;Virgin America;dngoo;;"@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.";2015-02-23 00:21:40 -0800;Near a park, water, or lights;Pacific Time (US & Canada)
569770363623575552;positive;1.0;;;Virgin America;SamBrittenham;;@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining;2015-02-23 00:06:55 -0800;USA;Eastern Time (US & Canada)
569748316776325120;negative;0.6832;Customer Service Issue;0.3773;Virgin America;usagibrian;;"@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?";2015-02-22 22:39:18 -0800;San Francisco CA;Pacific Time (US & Canada)
569741221783957504;negative;1.0;Flight Booking Problems;0.6767;Virgin America;usagibrian;;@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?;2015-02-22 22:11:07 -0800;San Francisco CA;Pacific Time (US & Canada)
569675144353828864;positive;1.0;;;Virgin America;cheryleng;;@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!;2015-02-22 17:48:33 -0800;;Pacific Time (US & Canada)
569674358135914496;neutral;1.0;;;Virgin America;HishamSharaby;;@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?;2015-02-22 17:45:25 -0800;New York;Eastern Time (US & Canada)
569666477265018881;negative;0.6703;Customer Service Issue;0.6703;Virgin America;ChrisFordisHere;;@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!;2015-02-22 17:14:06 -0800;NYC;Tehran
569649116487290880;neutral;1.0;;;Virgin America;F6x;;"@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?";2015-02-22 16:05:07 -0800;San Francisco, CA;Pacific Time (US & Canada)
569642845516275712;negative;1.0;Customer Service Issue;0.6448;Virgin America;melokudo;;@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.;2015-02-22 15:40:12 -0800;;Eastern Time (US & Canada)
569633630978310145;neutral;1.0;;;Virgin America;nikkisixxfan93;;@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?;2015-02-22 15:03:35 -0800;Sacramento,California;Pacific Time (US & Canada)
569630092273410048;negative;1.0;Late Flight;1.0;Virgin America;MOCBlogger;;@VirginAmerica Another delayed flight? #likingyoulessandless;2015-02-22 14:49:31 -0800;San Diego;Alaska
569627480425766912;negative;1.0;Customer Service Issue;1.0;Virgin America;tfaz;;"@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise";2015-02-22 14:39:09 -0800;Oakland, California;Pacific Time (US & Canada)
569625739231948800;positive;1.0;;;Virgin America;lisaptv;;@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015;2015-02-22 14:32:14 -0800;;Mountain Time (US & Canada)
569620102389350401;positive;0.7011;;;Virgin America;HollywoodHotMom;;@VirginAmerica always!!! Xoxo;2015-02-22 14:09:50 -0800;All Over!;Pacific Time (US & Canada)
569619569372823552;negative;1.0;Flight Booking Problems;1.0;Virgin America;GoShar2012;;@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated;2015-02-22 14:07:43 -0800;Providence, RI;Eastern Time (US & Canada)
569618527948115968;negative;0.6543;Flight Attendant Complaints;0.3562;Virgin America;MOCBlogger;;@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame;2015-02-22 14:03:34 -0800;San Diego;Alaska
569615109363929088;neutral;0.355;;0.0;Virgin America;FiDiFamilies;;@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service ??;2015-02-22 13:49:59 -0800;New York City;Eastern Time (US & Canada)
569614365755899905;negative;0.6889;Late Flight;0.6889;Virgin America;jarrydosborne;;@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas;2015-02-22 13:47:02 -0800;New York;Eastern Time (US & Canada)
569614024578600960;positive;1.0;;;Virgin America;HollywoodHotMom;;"@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!";2015-02-22 13:45:41 -0800;All Over!;Pacific Time (US & Canada)
569609971383586817;negative;1.0;Cancelled Flight;1.0;Virgin America;mlorenzen;;@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(;2015-02-22 13:29:34 -0800;iPhone: 29.741360,-90.131523;Pacific Time (US & Canada)
569608328998887424;negative;0.679;Flight Booking Problems;0.3684;Virgin America;Tyler_Starrine;;@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.;2015-02-22 13:23:03 -0800;Los Angeles;Pacific Time (US & Canada)
569599867716132864;positive;1.0;;;Virgin America;jessicajaymes;;Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.;2015-02-22 12:49:25 -0800;hollywood, california;Pacific Time (US & Canada)
569596445680115712;positive;1.0;;;Virgin America;livingfitly;;@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf;2015-02-22 12:35:49 -0800;Washington, DC;Eastern Time (US & Canada)
569596097540132864;negative;1.0;Damaged Luggage;0.6501;Virgin America;khartline;;.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.;2015-02-22 12:34:26 -0800;Las Vegas;Pacific Time (US & Canada)
569594386066984960;negative;1.0;Damaged Luggage;1.0;Virgin America;khartline;;.@VirginAmerica does that mean you don't have a policy for destroyed luggage?;2015-02-22 12:27:38 -0800;Las Vegas;Pacific Time (US & Canada)
569586660909973504;neutral;1.0;;;Virgin America;MACRoxburgh;;@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?;2015-02-22 11:56:57 -0800;;Atlantic Time (Canada)
569580805036453888;positive;1.0;;;Virgin America;paulnakada;;"@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-)";2015-02-22 11:33:40 -0800;San Francisco;Pacific Time (US & Canada)
569572942381649920;negative;1.0;Customer Service Issue;0.6983;Virgin America;paulnakada;;@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.;2015-02-22 11:02:26 -0800;San Francisco;Pacific Time (US & Canada)
569566981835218944;negative;1.0;Flight Booking Problems;0.6556;Virgin America;intlwriter;;@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site;2015-02-22 10:38:45 -0800;@ the moment in New Delhi;Pacific Time (US & Canada)
569564853460807680;negative;1.0;Late Flight;0.3571;Virgin America;finslippy;;"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable.";2015-02-22 10:30:17 -0800;Brooklyn;Eastern Time (US & Canada)
569564610837086209;negative;1.0;Cancelled Flight;1.0;Virgin America;finslippy;;@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2);2015-02-22 10:29:19 -0800;Brooklyn;Eastern Time (US & Canada)
569562202405019650;negative;1.0;Bad Flight;1.0;Virgin America;Gr8Fratsby;;@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter;2015-02-22 10:19:45 -0800;Washington, DC;Eastern Time (US & Canada)
569494748341407744;negative;1.0;Customer Service Issue;0.7002;Virgin America;Gr8Fratsby;;@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers;2015-02-22 05:51:43 -0800;Washington, DC;Eastern Time (US & Canada)
